OutreachAttempts,InitialContact,Title,SpendRatio,DealSize,LeadSource,ExistingCustomer,Region,CampaignMix,OppStatus
8,No,Other,0.4,14200,Phone,Yes,Australia,Digital|Traditional,yes
5,No,Manager,0.52,11700,Internet,Yes,Americas,Traditional,no
6,No,Other,0.35,9300,Phone,Yes,Australia,Digital|Trial,yes
8,No,Executive,0.44,6500,Phone,Yes,SE Asia,None,no
10,No,Other,0.52,13500,Other,Yes,SE Asia,None,yes
3,No,Manager,0.22,7100,Phone,No,SE Asia,None,no
8,No,Other,0.35,11800,Other,No,Europe,Trial,yes
7,Yes,Manager,0.36,8800,Phone,Yes,Australia,Digital|Trial,no
6,Yes,Other,0.22,13300,Phone,Yes,SE Asia,Digital|Trial,yes
6,No,Manager,0.12,7600,Phone,No,SE Asia,None,no
4,No,Manager,0.1,14600,Phone,No,Europe,Digital|Traditional|Trial,yes
4,Yes,Other,0.18,10700,Walkin,Yes,Other,None,no
4,No,Manager,0.37,10800,Walkin,Yes,Americas,Digital,yes
6,No,Manager,0.5,6300,Other,No,Americas,None,no
6,Yes,Executive,0.34,14200,Internet,Yes,Europe,Digital|Trial,yes
5,Yes,Other,0.15,10100,Phone,Yes,Europe,None,no
10,Yes,Other,0.25,10900,Other,No,Europe,Digital|Trial,yes
8,No,Executive,0.35,8000,Other,No,Europe,None,no
9,Yes,Manager,0.53,11100,Other,Yes,Australia,Traditional,yes
7,Yes,Manager,0.12,6100,Internet,Yes,Europe,None,no
9,No,Other,0.44,11300,Internet,No,Other,Traditional,yes
6,Yes,Executive,0.32,12400,Internet,Yes,SE Asia,None,no
8,Yes,Manager,0.35,8600,Phone,Yes,Americas,Traditional|Trial,yes
9,No,Manager,0.22,14100,Other,No,SE Asia,None,no
7,No,Other,0.49,6400,Phone,Yes,Australia,Digital|Trial,yes
7,No,Executive,0.22,11500,Phone,Yes,SE Asia,None,no
10,Yes,Executive,0.11,13700,Other,Yes,Australia,Digital,yes
6,No,Other,0.51,14500,Walkin,No,Europe,None,no
5,Yes,Manager,0.42,12100,Other,Yes,Americas,None,yes
4,Yes,Executive,0.25,14000,Internet,No,Europe,None,no
5,Yes,Manager,0.55,9800,Other,Yes,Other,Traditional,yes
5,Yes,Other,0.45,12600,Other,No,SE Asia,None,no
6,No,Other,0.05,6400,Other,Yes,Americas,Trial,yes
5,No,Manager,0.52,11300,Internet,No,Other,Digital|Traditional,no
5,Yes,Executive,0.29,10500,Other,Yes,Other,Traditional|Trial,yes
4,No,Manager,0.62,14000,Internet,Yes,Other,None,no
9,No,Other,0.14,12000,Internet,Yes,Australia,Trial,yes
9,Yes,Manager,0.36,16000,Walkin,No,Europe,None,no
5,Yes,Executive,0.07,11400,Phone,Yes,Europe,Traditional,yes
3,No,Executive,0.19,10200,Phone,Yes,Europe,None,no
7,No,Other,0.39,11900,Other,No,Other,Trial,yes
2,No,Executive,0.24,10600,Internet,Yes,SE Asia,Digital|Traditional|Trial,no
7,Yes,Other,0.06,5900,Phone,No,Australia,Digital|Trial,yes
3,Yes,Other,0.25,7200,Phone,No,SE Asia,None,no
6,Yes,Manager,0.06,10200,Phone,Yes,Australia,Digital,yes
9,Yes,Executive,0.29,10500,Walkin,No,Australia,Traditional|Trial,no
10,Yes,Executive,0.48,5900,Other,Yes,Australia,Traditional|Trial,yes
2,No,Manager,0.31,9800,Internet,Yes,SE Asia,None,no
9,Yes,Executive,0.55,13100,Internet,No,SE Asia,Digital|Trial,yes
3,Yes,Other,0.21,10400,Walkin,No,SE Asia,None,no
4,Yes,Other,0.13,14800,Other,Yes,Europe,Digital,yes
3,No,Executive,0.46,9900,Walkin,No,Europe,None,no
7,Yes,Executive,0.33,12100,Other,Yes,Americas,Digital,yes
4,No,Other,0.13,13100,Walkin,No,Americas,None,no
6,No,Other,0.25,12100,Phone,No,SE Asia,Digital|Trial,yes
6,Yes,Manager,0.57,10300,Internet,No,SE Asia,None,no
8,Yes,Executive,0.26,9700,Internet,No,Australia,Digital|Trial,yes
7,No,Manager,0.36,7200,Internet,No,Other,None,no
5,Yes,Manager,0.3,5100,Other,No,SE Asia,Trial,yes
8,No,Manager,0.18,15400,Walkin,No,Other,None,no
4,No,Other,0.24,10200,Other,Yes,Europe,Digital|Trial,yes
8,No,Executive,0.38,15500,Walkin,No,Other,None,no
10,Yes,Executive,0.52,5700,Phone,Yes,Europe,Trial,yes
3,No,Executive,0.45,16000,Other,Yes,Australia,Trial,no
6,Yes,Other,0.12,12300,Other,Yes,Americas,Traditional|Trial,yes
6,Yes,Other,0.54,10900,Walkin,No,Other,Digital|Traditional|Trial,no
10,Yes,Manager,0.27,9400,Phone,Yes,Australia,None,yes
3,No,Executive,0.48,10100,Internet,No,SE Asia,None,no
9,Yes,Executive,0.23,13600,Internet,Yes,Australia,Digital|Trial,yes
4,No,Executive,0.12,7100,Internet,No,Americas,None,no
8,Yes,Other,0.44,13000,Phone,Yes,Europe,Digital,yes
6,No,Manager,0.57,14000,Other,Yes,Americas,None,no
7,No,Executive,0.47,9100,Other,Yes,Europe,Digital|Trial,yes
4,Yes,Other,0.56,15800,Internet,Yes,SE Asia,None,no
10,Yes,Executive,0.44,13800,Internet,Yes,Americas,Digital|Trial,yes
5,Yes,Manager,0.29,16000,Internet,Yes,Other,Traditional,no
6,Yes,Executive,0.31,5600,Internet,Yes,Americas,Digital|Trial,yes
5,Yes,Other,0.6,15600,Phone,Yes,Europe,None,no
8,No,Executive,0.42,13400,Other,Yes,Australia,Traditional|Trial,yes
6,Yes,Manager,0.62,14100,Internet,Yes,Australia,None,no
10,Yes,Manager,0.44,14600,Other,No,Australia,Trial,yes
6,No,Other,0.52,12600,Other,No,Australia,None,no
6,No,Other,0.2,14900,Other,Yes,Americas,Trial,yes
6,Yes,Executive,0.5,13200,Walkin,No,Other,None,no
4,No,Executive,0.16,12900,Internet,Yes,SE Asia,Traditional,yes
6,Yes,Executive,0.2,9600,Walkin,No,Americas,None,no
4,No,Manager,0.28,5700,Internet,No,Europe,Traditional|Trial,yes
6,Yes,Manager,0.22,15100,Internet,No,Other,None,no
6,Yes,Executive,0.3,14000,Walkin,Yes,SE Asia,Traditional|Trial,yes
7,No,Other,0.55,7100,Internet,Yes,Americas,None,no
7,No,Manager,0.39,9500,Walkin,Yes,Americas,Traditional|Trial,yes
9,No,Other,0.47,13800,Other,No,SE Asia,Digital|Traditional|Trial,no
6,No,Other,0.42,6800,Phone,Yes,Europe,Trial,yes
9,Yes,Other,0.62,13700,Phone,No,Australia,None,no
4,Yes,Manager,0.09,10500,Phone,No,Other,Digital|Trial,yes
2,Yes,Executive,0.55,10800,Phone,Yes,Other,None,no
5,Yes,Executive,0.46,8100,Phone,Yes,Other,Digital|Traditional|Trial,yes
3,No,Manager,0.14,11600,Other,No,Europe,None,no
8,No,Executive,0.1,12200,Other,No,Americas,Traditional|Trial,yes
3,Yes,Manager,0.48,15200,Other,Yes,Other,None,no
9,Yes,Other,0.1,10700,Other,Yes,Australia,Trial,yes
7,No,Manager,0.23,8900,Internet,No,Other,None,no
5,No,Executive,0.55,11900,Walkin,No,Americas,Traditional|Trial,yes
2,No,Executive,0.12,15000,Internet,Yes,Australia,Digital|Trial,no
4,Yes,Other,0.25,13700,Walkin,No,Americas,Trial,yes
4,No,Other,0.19,7900,Other,Yes,Australia,None,no
7,No,Executive,0.24,7600,Phone,Yes,Australia,Traditional,yes
2,Yes,Manager,0.46,9600,Other,No,Australia,Traditional|Trial,no
7,Yes,Manager,0.28,11800,Phone,Yes,Americas,Digital|Trial,yes
6,No,Other,0.27,15900,Walkin,No,Europe,None,no
5,No,Manager,0.06,11200,Walkin,Yes,Australia,Digital|Trial,yes
6,Yes,Other,0.21,15300,Phone,No,SE Asia,None,no
5,No,Manager,0.38,14000,Phone,Yes,Europe,Traditional|Trial,yes
4,No,Other,0.48,9400,Internet,No,Europe,None,no
9,No,Executive,0.53,7000,Phone,No,Australia,Traditional|Trial,yes
2,No,Executive,0.6,12600,Phone,Yes,SE Asia,None,no
4,No,Executive,0.2,6400,Phone,No,Australia,Digital|Trial,yes
5,Yes,Manager,0.34,10700,Other,Yes,Americas,None,no
7,No,Other,0.1,9400,Other,Yes,SE Asia,Traditional|Trial,yes
5,Yes,Executive,0.57,9800,Phone,Yes,Australia,None,no
10,Yes,Other,0.26,7200,Walkin,No,Australia,Digital|Trial,yes
2,No,Executive,0.42,9700,Walkin,No,Americas,Digital|Traditional,no
9,No,Manager,0.46,12400,Internet,Yes,SE Asia,Traditional|Trial,yes
7,Yes,Manager,0.24,11600,Internet,No,Americas,None,no
7,No,Executive,0.4,8700,Walkin,Yes,Europe,Traditional|Trial,yes
9,Yes,Manager,0.15,13700,Walkin,No,Americas,None,no
10,No,Executive,0.18,5300,Phone,Yes,Europe,Digital,yes
7,No,Manager,0.23,8300,Other,Yes,SE Asia,None,no
6,Yes,Executive,0.34,13400,Other,Yes,Australia,Traditional|Trial,yes
3,No,Other,0.54,8000,Internet,Yes,Australia,None,no
7,Yes,Other,0.3,10000,Phone,No,Americas,Trial,yes
3,No,Manager,0.38,13600,Phone,No,Americas,None,no
9,No,Executive,0.1,12300,Phone,Yes,Australia,Traditional|Trial,yes
2,Yes,Executive,0.12,13100,Internet,No,Other,None,no
7,Yes,Other,0.35,11000,Internet,No,Australia,Trial,yes
2,No,Manager,0.21,9100,Internet,No,Americas,None,no
9,Yes,Manager,0.11,12200,Walkin,Yes,Other,Digital|Traditional,yes
6,No,Other,0.6,16000,Walkin,No,Europe,None,no
7,Yes,Other,0.23,14400,Phone,Yes,Australia,Digital|Trial,yes
2,No,Manager,0.33,14200,Internet,No,Australia,None,no
8,Yes,Executive,0.22,9500,Phone,Yes,Other,Digital|Trial,yes
5,Yes,Manager,0.21,14800,Phone,No,Australia,None,no
6,Yes,Manager,0.39,14400,Other,No,SE Asia,Traditional,yes
4,No,Other,0.33,8200,Internet,No,Americas,None,no
6,Yes,Executive,0.21,14400,Phone,No,Other,Traditional,yes
9,Yes,Other,0.13,9100,Other,Yes,Europe,None,no
5,No,Executive,0.5,10900,Phone,No,Europe,Digital|Trial,yes
7,No,Other,0.35,8500,Walkin,Yes,Europe,Digital,no
6,Yes,Manager,0.07,15000,Phone,Yes,Australia,Traditional|Trial,yes
5,Yes,Manager,0.47,8900,Walkin,No,Other,None,no
6,Yes,Executive,0.24,14200,Walkin,No,Australia,Digital|Trial,yes
5,No,Other,0.58,13500,Walkin,Yes,Europe,Digital|Traditional,no
8,No,Other,0.54,13800,Phone,Yes,SE Asia,Digital|Traditional|Trial,yes
2,Yes,Manager,0.39,8000,Other,No,Europe,Traditional|Trial,no
5,Yes,Other,0.53,11100,Internet,No,Australia,Traditional,yes
4,No,Executive,0.5,14100,Walkin,Yes,Americas,None,no
10,No,Manager,0.07,11100,Other,No,Australia,Digital|Traditional|Trial,yes
7,Yes,Other,0.52,6500,Other,No,Australia,None,no
10,Yes,Executive,0.46,9600,Internet,Yes,Europe,Digital,yes
5,Yes,Manager,0.3,7200,Internet,Yes,SE Asia,None,no
7,Yes,Manager,0.16,14900,Phone,Yes,Europe,Traditional|Trial,yes
7,No,Other,0.62,10600,Phone,No,Europe,Trial,no
4,Yes,Executive,0.27,12700,Walkin,No,Americas,Trial,yes
4,Yes,Other,0.18,15800,Internet,Yes,SE Asia,None,no
6,Yes,Other,0.34,6500,Phone,Yes,Americas,Digital|Traditional|Trial,yes
9,Yes,Other,0.2,9400,Walkin,No,Europe,None,no
4,Yes,Executive,0.18,10900,Other,No,Europe,Traditional|Trial,yes
6,No,Other,0.12,11500,Walkin,No,SE Asia,None,no
6,No,Other,0.32,5300,Phone,No,Americas,Traditional|Trial,yes
4,Yes,Manager,0.42,11800,Internet,No,Other,Digital|Traditional,no
6,Yes,Other,0.27,5600,Walkin,No,Americas,Digital|Traditional,yes
8,Yes,Executive,0.62,10800,Phone,Yes,Other,None,no
9,No,Manager,0.15,8400,Phone,Yes,Americas,Trial,yes
6,No,Executive,0.27,13500,Other,Yes,Americas,Digital,no
10,Yes,Other,0.35,5300,Other,Yes,SE Asia,Digital|Traditional,yes
3,Yes,Other,0.41,6100,Walkin,No,Australia,None,no
8,Yes,Executive,0.45,15000,Internet,Yes,SE Asia,Traditional|Trial,yes
8,No,Other,0.55,14400,Internet,No,SE Asia,None,no
8,Yes,Executive,0.14,9600,Walkin,Yes,Australia,Trial,yes
7,Yes,Other,0.43,9200,Walkin,No,Australia,None,no
6,No,Manager,0.05,9400,Phone,Yes,Americas,Traditional|Trial,yes
5,No,Manager,0.26,7800,Phone,No,Australia,None,no
5,No,Other,0.54,8900,Other,Yes,Europe,None,yes
8,No,Manager,0.29,8600,Walkin,No,Europe,Digital|Traditional,no
8,No,Executive,0.13,11900,Walkin,Yes,Australia,Trial,yes
6,Yes,Manager,0.21,12000,Phone,No,SE Asia,None,no
5,No,Executive,0.26,8400,Phone,No,Australia,Trial,yes
9,No,Manager,0.39,16000,Other,Yes,SE Asia,None,no
4,Yes,Executive,0.23,11400,Walkin,Yes,Europe,Trial,yes
2,No,Manager,0.43,15100,Walkin,Yes,Americas,None,no
5,No,Executive,0.37,13300,Phone,No,Australia,Digital|Trial,yes
2,No,Executive,0.46,13300,Other,Yes,Other,None,no
7,No,Other,0.46,10900,Phone,No,Europe,Digital,yes
9,Yes,Other,0.18,13000,Internet,Yes,Europe,None,no
9,Yes,Executive,0.23,12200,Internet,No,Australia,Digital|Trial,yes
4,Yes,Manager,0.5,9000,Other,No,Europe,None,no
5,Yes,Executive,0.17,7600,Internet,Yes,SE Asia,Traditional|Trial,yes
5,No,Executive,0.21,8600,Phone,No,Europe,None,no
7,Yes,Manager,0.51,12400,Phone,Yes,Other,Digital|Trial,yes
7,Yes,Manager,0.51,6800,Phone,No,SE Asia,None,no
4,No,Executive,0.12,7600,Phone,Yes,Americas,Trial,yes
4,No,Executive,0.18,12600,Phone,No,Other,None,no
10,No,Other,0.23,14000,Walkin,Yes,Europe,Trial,yes
7,Yes,Manager,0.2,11500,Walkin,No,Europe,None,no
4,Yes,Executive,0.22,8000,Internet,No,Americas,Traditional,yes
7,Yes,Manager,0.26,14300,Phone,Yes,Europe,None,no
4,Yes,Manager,0.1,7400,Internet,No,Other,Traditional,yes
9,Yes,Manager,0.39,12800,Phone,No,Other,None,no
7,Yes,Manager,0.14,5800,Phone,No,Australia,Digital,yes
6,No,Manager,0.3,9500,Internet,No,Australia,None,no
4,No,Manager,0.54,7700,Phone,Yes,Other,Trial,yes
3,No,Other,0.45,7300,Walkin,Yes,Europe,None,no
10,No,Manager,0.13,8600,Walkin,No,Australia,Trial,yes
2,No,Manager,0.22,8000,Internet,No,Europe,None,no
6,No,Other,0.14,11700,Walkin,No,Europe,Digital|Traditional|Trial,yes
8,Yes,Executive,0.35,8000,Walkin,No,Americas,None,no
8,Yes,Manager,0.2,11100,Phone,Yes,Australia,Digital,yes
8,Yes,Executive,0.62,9200,Walkin,Yes,SE Asia,None,no
8,Yes,Manager,0.43,5300,Walkin,Yes,Europe,Traditional|Trial,yes
5,Yes,Manager,0.16,9700,Other,No,Europe,Digital,no
5,Yes,Manager,0.1,7100,Walkin,No,Europe,Traditional,yes
6,No,Executive,0.55,14800,Walkin,No,Australia,Digital|Traditional|Trial,no
6,Yes,Manager,0.35,10500,Internet,Yes,Americas,Trial,yes
2,No,Executive,0.15,12300,Other,Yes,Europe,None,no
5,No,Executive,0.3,14500,Internet,No,Europe,Traditional|Trial,yes
7,No,Manager,0.52,10100,Internet,Yes,Europe,None,no
7,Yes,Executive,0.24,12400,Phone,No,Europe,Digital|Traditional|Trial,yes
2,Yes,Manager,0.46,14400,Phone,No,Americas,None,no
10,Yes,Executive,0.08,9700,Internet,No,Europe,Traditional|Trial,yes
6,Yes,Manager,0.4,14500,Walkin,No,SE Asia,None,no
10,Yes,Executive,0.07,7100,Internet,Yes,Europe,Trial,yes
6,Yes,Executive,0.43,15600,Other,No,Europe,None,no
6,No,Manager,0.5,13100,Internet,No,Europe,Traditional,yes
2,No,Executive,0.18,13800,Internet,No,Australia,None,no
9,Yes,Manager,0.27,13500,Other,No,SE Asia,None,yes
7,No,Executive,0.43,14200,Other,No,Americas,None,no
10,No,Manager,0.52,11200,Internet,Yes,Americas,Traditional|Trial,yes
6,No,Executive,0.54,10200,Internet,No,Europe,None,no
5,No,Other,0.34,12500,Other,Yes,Australia,Digital|Trial,yes
2,No,Manager,0.25,10800,Internet,Yes,Other,Digital|Trial,no
8,No,Executive,0.06,7800,Phone,No,Australia,Trial,yes
8,Yes,Executive,0.62,12800,Walkin,No,SE Asia,None,no
10,Yes,Executive,0.33,7800,Internet,No,Americas,Traditional|Trial,yes
7,No,Executive,0.28,6500,Phone,No,SE Asia,None,no
9,No,Other,0.43,5800,Internet,No,Europe,Traditional|Trial,yes
4,Yes,Other,0.19,13700,Walkin,Yes,Europe,None,no
8,No,Executive,0.2,10400,Other,Yes,Americas,Trial,yes
5,No,Manager,0.16,11300,Walkin,Yes,Australia,None,no
10,Yes,Executive,0.32,10400,Other,No,Europe,Traditional|Trial,yes
8,Yes,Executive,0.35,9900,Walkin,Yes,Americas,None,no
9,Yes,Executive,0.3,12400,Other,Yes,Europe,Digital,yes
8,Yes,Other,0.27,10300,Phone,No,Australia,None,no
8,Yes,Manager,0.44,10900,Phone,Yes,Americas,Digital|Traditional|Trial,yes
5,No,Manager,0.42,8900,Walkin,Yes,Americas,None,no
7,Yes,Manager,0.05,11300,Phone,Yes,SE Asia,Digital,yes
6,No,Manager,0.17,10100,Internet,Yes,Europe,Traditional,no
8,Yes,Manager,0.32,10900,Walkin,Yes,Other,Traditional,yes
2,Yes,Manager,0.4,14600,Other,No,Europe,None,no
4,Yes,Executive,0.2,9500,Phone,Yes,Australia,Traditional|Trial,yes
5,Yes,Manager,0.39,10300,Internet,No,SE Asia,Traditional,no
9,Yes,Manager,0.15,9700,Phone,No,Europe,Digital|Trial,yes
5,Yes,Manager,0.36,9200,Walkin,No,Americas,None,no
5,No,Other,0.41,11300,Phone,Yes,Americas,Traditional|Trial,yes
7,No,Other,0.35,7600,Walkin,No,Americas,None,no
8,No,Manager,0.08,5600,Phone,Yes,SE Asia,Digital,yes
8,No,Other,0.23,11900,Internet,No,Other,None,no
5,Yes,Other,0.36,9400,Phone,No,SE Asia,Traditional|Trial,yes
4,No,Executive,0.23,11000,Internet,No,Americas,None,no
4,No,Executive,0.14,7100,Phone,No,Other,Trial,yes
8,Yes,Executive,0.16,7000,Internet,Yes,SE Asia,None,no
6,No,Executive,0.4,13800,Internet,No,Europe,Traditional,yes
8,Yes,Other,0.14,15000,Walkin,Yes,SE Asia,None,no
9,No,Manager,0.1,5100,Internet,Yes,Americas,Digital|Traditional|Trial,yes
3,No,Executive,0.41,12000,Internet,No,Europe,None,no
5,Yes,Manager,0.38,8600,Internet,Yes,Other,Traditional|Trial,yes
8,No,Other,0.23,15100,Internet,No,Europe,None,no
7,Yes,Executive,0.14,9400,Phone,Yes,Australia,Digital|Traditional|Trial,yes
5,Yes,Manager,0.19,7800,Internet,No,SE Asia,None,no
6,No,Other,0.06,7900,Walkin,No,Europe,Digital|Traditional,yes
5,No,Manager,0.34,14100,Internet,Yes,SE Asia,None,no
9,Yes,Other,0.33,7900,Phone,Yes,Europe,Trial,yes
6,No,Other,0.21,6300,Phone,No,Europe,None,no
7,No,Manager,0.36,9900,Walkin,No,SE Asia,Traditional|Trial,yes
8,No,Other,0.45,15900,Other,No,Europe,Traditional|Trial,no
4,Yes,Manager,0.2,8300,Internet,Yes,Europe,Digital|Traditional,yes
4,Yes,Manager,0.42,13900,Other,Yes,Other,None,no
8,Yes,Executive,0.1,7000,Other,Yes,SE Asia,Traditional|Trial,yes
4,Yes,Manager,0.61,10300,Other,No,SE Asia,None,no
6,No,Manager,0.27,11900,Walkin,Yes,SE Asia,Traditional,yes
3,No,Other,0.62,10400,Walkin,No,Australia,None,no
6,No,Manager,0.19,9700,Other,Yes,Australia,Digital|Trial,yes
9,No,Executive,0.21,10800,Internet,Yes,Other,None,no
7,Yes,Executive,0.5,6700,Other,Yes,Europe,Traditional,yes
3,No,Executive,0.52,6800,Internet,Yes,Americas,None,no
10,Yes,Executive,0.19,7200,Phone,No,Australia,Digital|Trial,yes
2,Yes,Other,0.22,15400,Other,No,SE Asia,None,no
10,Yes,Executive,0.23,11100,Other,No,Americas,Digital|Trial,yes
7,Yes,Executive,0.43,10000,Other,No,Europe,None,no
6,Yes,Other,0.46,10600,Phone,Yes,Europe,Traditional,yes
3,No,Other,0.6,9900,Other,No,Europe,None,no
8,Yes,Manager,0.52,12400,Phone,No,Europe,Trial,yes
6,Yes,Manager,0.18,7700,Other,No,Europe,None,no
5,No,Executive,0.12,5900,Walkin,No,Australia,Digital|Trial,yes
6,Yes,Manager,0.21,16000,Other,Yes,Europe,Digital|Traditional,no
5,No,Executive,0.36,10500,Phone,No,Australia,Digital|Traditional|Trial,yes
6,No,Other,0.3,13400,Phone,No,Other,Traditional,no
10,Yes,Other,0.52,6800,Phone,Yes,Americas,Digital|Traditional|Trial,yes
8,Yes,Other,0.27,15700,Phone,No,Other,None,no
9,No,Manager,0.2,13400,Internet,Yes,Europe,Traditional|Trial,yes
3,No,Manager,0.53,14600,Internet,Yes,Australia,None,no
4,No,Manager,0.27,12700,Phone,Yes,Australia,Digital|Traditional,yes
8,Yes,Executive,0.14,15400,Internet,No,Europe,None,no
6,No,Other,0.19,9200,Phone,Yes,SE Asia,Digital|Trial,yes
5,No,Other,0.51,6400,Internet,No,Europe,Traditional|Trial,no
10,Yes,Other,0.26,7200,Internet,Yes,Australia,Digital|Trial,yes
6,No,Manager,0.55,8000,Internet,No,Other,None,no
10,No,Other,0.19,11700,Internet,No,SE Asia,Digital|Traditional|Trial,yes
8,Yes,Manager,0.52,11800,Internet,No,Australia,None,no
5,Yes,Other,0.21,10100,Phone,Yes,Americas,Digital|Trial,yes
5,Yes,Manager,0.15,13100,Internet,No,Australia,None,no
4,No,Executive,0.18,12400,Phone,Yes,Australia,Digital|Trial,yes
7,No,Manager,0.56,7700,Internet,No,Europe,None,no
9,No,Executive,0.26,7700,Phone,Yes,Australia,Trial,yes
4,Yes,Manager,0.52,13700,Walkin,No,Europe,None,no
7,Yes,Executive,0.23,5000,Phone,Yes,Other,Trial,yes
7,No,Manager,0.28,7600,Internet,Yes,Europe,Trial,no
6,Yes,Manager,0.53,5700,Other,No,Europe,Trial,yes
7,No,Manager,0.47,13000,Internet,No,Americas,None,no
4,No,Executive,0.42,5900,Walkin,Yes,Europe,Digital|Trial,yes
6,Yes,Manager,0.29,8600,Internet,Yes,Australia,None,no
5,No,Other,0.54,8400,Internet,Yes,Australia,Digital|Trial,yes
9,No,Manager,0.28,12300,Other,No,SE Asia,None,no
8,No,Other,0.25,5900,Other,Yes,Australia,Traditional|Trial,yes
2,Yes,Executive,0.34,12000,Other,No,Other,None,no
7,Yes,Executive,0.25,6600,Other,Yes,Other,Digital|Trial,yes
7,Yes,Executive,0.54,14400,Walkin,Yes,SE Asia,None,no
6,Yes,Other,0.19,8400,Internet,Yes,Americas,Digital|Traditional|Trial,yes
7,No,Executive,0.53,13700,Phone,No,Americas,None,no
6,Yes,Manager,0.19,10100,Walkin,Yes,Americas,Digital|Trial,yes
3,No,Manager,0.52,14800,Walkin,No,Australia,None,no
4,Yes,Other,0.32,12700,Other,No,Other,Digital|Traditional,yes
2,No,Manager,0.49,9000,Phone,Yes,SE Asia,None,no
10,Yes,Executive,0.43,15000,Phone,No,Americas,Digital|Trial,yes
4,Yes,Other,0.32,14900,Other,No,Americas,None,no
5,No,Manager,0.35,10800,Other,Yes,Australia,Trial,yes
7,Yes,Other,0.31,11300,Internet,Yes,Other,None,no
5,Yes,Other,0.22,9300,Phone,Yes,Americas,Digital|Trial,yes
2,No,Executive,0.33,15600,Walkin,No,Australia,None,no
7,Yes,Manager,0.05,9900,Internet,No,Americas,Traditional|Trial,yes
9,No,Executive,0.46,14600,Phone,No,Europe,Traditional|Trial,no
5,No,Other,0.35,12800,Phone,No,Other,Digital|Trial,yes
2,No,Other,0.2,15600,Internet,No,Europe,None,no
5,Yes,Executive,0.43,5900,Other,No,Australia,Digital|Traditional|Trial,yes
9,No,Manager,0.57,12900,Internet,Yes,Other,None,no
5,No,Manager,0.15,14200,Other,Yes,Australia,Traditional|Trial,yes
9,No,Manager,0.31,14200,Other,No,SE Asia,None,no
9,Yes,Executive,0.11,10800,Internet,Yes,Australia,Digital|Trial,yes
2,No,Manager,0.41,15800,Phone,Yes,Other,None,no
6,No,Executive,0.35,11400,Phone,No,SE Asia,Digital|Traditional|Trial,yes
8,Yes,Executive,0.18,11200,Other,No,Other,None,no
8,Yes,Other,0.36,14400,Phone,Yes,Americas,Trial,yes
3,Yes,Manager,0.47,6000,Walkin,No,SE Asia,None,no
5,No,Executive,0.37,5200,Internet,Yes,Other,Digital|Trial,yes
2,No,Executive,0.37,12800,Phone,Yes,Australia,None,no
5,No,Other,0.21,8300,Internet,No,Americas,Traditional|Trial,yes
2,Yes,Executive,0.13,8500,Other,No,Europe,None,no
6,Yes,Manager,0.07,7800,Phone,Yes,Australia,Digital|Traditional|Trial,yes
5,Yes,Manager,0.33,15400,Phone,Yes,SE Asia,None,no
4,Yes,Other,0.41,7200,Other,Yes,Other,Digital|Traditional|Trial,yes
3,No,Executive,0.41,8100,Internet,Yes,Americas,None,no
6,Yes,Executive,0.49,10100,Phone,Yes,Australia,Traditional|Trial,yes
6,Yes,Executive,0.23,12700,Other,Yes,Europe,None,no
4,Yes,Executive,0.22,10000,Walkin,No,SE Asia,Digital|Traditional|Trial,yes
4,No,Manager,0.54,9400,Internet,No,SE Asia,None,no
7,Yes,Executive,0.52,6800,Phone,No,Americas,Digital,yes
8,Yes,Executive,0.55,6600,Phone,No,Americas,None,no
4,Yes,Other,0.08,12800,Walkin,Yes,Australia,Digital|Trial,yes
4,Yes,Manager,0.45,13000,Internet,Yes,Americas,None,no
5,Yes,Executive,0.41,6900,Phone,Yes,Australia,Digital|Traditional|Trial,yes
2,Yes,Manager,0.55,15600,Walkin,No,Other,None,no
10,Yes,Executive,0.05,5800,Phone,No,Americas,Digital,yes
4,Yes,Other,0.52,7000,Internet,Yes,Other,None,no
5,Yes,Manager,0.47,10700,Internet,No,Europe,Trial,yes
6,No,Manager,0.28,9900,Internet,No,Americas,None,no
8,Yes,Executive,0.19,14000,Other,No,Australia,Digital|Traditional,yes
2,Yes,Executive,0.48,15300,Other,Yes,Americas,None,no
10,No,Executive,0.22,10300,Other,Yes,Australia,Digital,yes
8,No,Executive,0.57,8100,Other,No,Australia,None,no
4,Yes,Executive,0.52,14700,Phone,Yes,Australia,Trial,yes
7,Yes,Manager,0.62,12800,Phone,No,Other,None,no
